name,price,currency,description,thumbnail,mahly_category_id,updated_date,rand,category_id,category_name,category_level1,category_level2,category_level3,row_id,full_path
"جرافيتي لون يونيفرسال بني غامق 60 مل",21.74,"SAR","<p><span style=""background-color: rgb(238, 238, 172);"">ألوان اليونيفرسال من جرافيتي ريزن: </span></p><p><span style=""color: rgb(38, 38, 38);"">اهم مميزات الوان&nbsp;يونيفرسال&nbsp;الجديدة من تصنيع&nbsp;جرافيتي ريزن</span></p><p><span style=""color: rgb(38, 38, 38);"">تتناسب مع مختلف المواد مثل الريزين بمختلف انواعه والتيرازو والصابون والشمع وغيرها</span></p><p><span style=""color: rgb(38, 38, 38);"">ومختلف الوسائط المائية والزيتية والنارية</span></p><p><br></p><p><span style=""background-color: rgb(238, 238, 172);"">أهم مميزات ألوان اليونيفرسال: </span></p><ul><li>الوان مركزة وثابتة جدا&nbsp;</li><li>يمكن خلطها مع اي وسيط&nbsp;</li><li>لا تجف من تلقاء نفسها&nbsp;</li><li>صبغة وليست مجرد لون</li><li>خيارات متنوعة من درجات الألوان</li></ul><p><br></p><p>شاهد الفيديو التعليمي لطرق أستخدام ألوان اليونيفرسال</p><p><br></p><iframe class=""ql-video"" frameborder=""0"" allowfullscreen=""true"" src=""https://www.youtube.com/embed/xK-Y0X-NwEo?showinfo=0""></iframe><p><span style=""background-color: rgb(238, 238, 172);"">الإرشادات : </span></p><ul><li>احفظ المنتج في مكان بارد وجاف وأشعة الشمس</li><li>احفظ المنتج بعيدا عن متناول الأطفال</li></ul><p><br></p>","https://cdn.salla.sa/dyYK/AzXZbYS0ArXi0M4C7DZPEtW9oUMPRkpYlHn3iLtU.jpg",432,"2026-02-11T16:40:14Z",3,"432","الفنون","منتجات رقمية","دورات أونلاين","الفنون","432","منتجات رقمية > دورات أونلاين > الفنون"
"جرافيتي لون يونيفرسال ماجينتا 60 مل",21.74,"SAR","<p><span style=""background-color: rgb(238, 238, 172);"">ألوان اليونيفرسال من جرافيتي ريزن: </span></p><p><span style=""color: rgb(38, 38, 38);"">اهم مميزات الوان&nbsp;يونيفرسال&nbsp;الجديدة من تصنيع&nbsp;جرافيتي ريزن</span></p><p><span style=""color: rgb(38, 38, 38);"">تتناسب مع مختلف المواد مثل الريزين بمختلف انواعه والتيرازو والصابون والشمع وغيرها</span></p><p><span style=""color: rgb(38, 38, 38);"">ومختلف الوسائط المائية والزيتية والنارية</span></p><p><br></p><p><span style=""background-color: rgb(238, 238, 172);"">أهم مميزات ألوان اليونيفرسال: </span></p><ul><li>الوان مركزة وثابتة جدا&nbsp;</li><li>يمكن خلطها مع اي وسيط&nbsp;</li><li>لا تجف من تلقاء نفسها&nbsp;</li><li>صبغة وليست مجرد لون</li><li>خيارات متنوعة من درجات الألوان</li></ul><p><br></p><p>شاهد الفيديو التعليمي لطرق أستخدام ألوان اليونيفرسال</p><p><br></p><iframe class=""ql-video"" frameborder=""0"" allowfullscreen=""true"" src=""https://www.youtube.com/embed/xK-Y0X-NwEo?showinfo=0""></iframe><p><span style=""background-color: rgb(238, 238, 172);"">الإرشادات : </span></p><ul><li>احفظ المنتج في مكان بارد وجاف وأشعة الشمس</li><li>احفظ المنتج بعيدا عن متناول الأطفال</li></ul><p><br></p>","https://cdn.salla.sa/dyYK/doFsOKIAI2nMOGzOVORttzV5y6BWKKV4kXCqXEzc.jpg",432,"2026-02-11T16:40:14Z",4,"432","الفنون","منتجات رقمية","دورات أونلاين","الفنون","432","منتجات رقمية > دورات أونلاين > الفنون"
"جرافيتي لون يونيفرسال أحمر 60 مل",21.74,"SAR","<p><span style=""background-color: rgb(238, 238, 172);"">ألوان اليونيفرسال من جرافيتي ريزن: </span></p><p><span style=""color: rgb(38, 38, 38);"">اهم مميزات الوان&nbsp;يونيفرسال&nbsp;الجديدة من تصنيع&nbsp;جرافيتي ريزن</span></p><p><span style=""color: rgb(38, 38, 38);"">تتناسب مع مختلف المواد مثل الريزين بمختلف انواعه والتيرازو والصابون والشمع وغيرها</span></p><p><span style=""color: rgb(38, 38, 38);"">ومختلف الوسائط المائية والزيتية والنارية</span></p><p><br></p><p><span style=""background-color: rgb(238, 238, 172);"">أهم مميزات ألوان اليونيفرسال: </span></p><ul><li>الوان مركزة وثابتة جدا&nbsp;</li><li>يمكن خلطها مع اي وسيط&nbsp;</li><li>لا تجف من تلقاء نفسها&nbsp;</li><li>صبغة وليست مجرد لون</li><li>خيارات متنوعة من درجات الألوان</li></ul><p><br></p><p>شاهد الفيديو التعليمي لطرق أستخدام ألوان اليونيفرسال</p><p><br></p><iframe class=""ql-video"" frameborder=""0"" allowfullscreen=""true"" src=""https://www.youtube.com/embed/xK-Y0X-NwEo?showinfo=0""></iframe><p><span style=""background-color: rgb(238, 238, 172);"">الإرشادات : </span></p><ul><li>احفظ المنتج في مكان بارد وجاف وأشعة الشمس</li><li>احفظ المنتج بعيدا عن متناول الأطفال</li></ul><p><br></p>","https://cdn.salla.sa/dyYK/JjGPnpdLVZWDUci4JuvIXGO4qKxg7rv1ZzkXonQH.jpg",432,"2026-02-11T16:40:14Z",1,"432","الفنون","منتجات رقمية","دورات أونلاين","الفنون","432","منتجات رقمية > دورات أونلاين > الفنون"
"جرافيتي لون يونيفرسال برتقالي 60 مل",21.74,"SAR","<p><span style=""background-color: rgb(238, 238, 172);"">ألوان اليونيفرسال من جرافيتي ريزن: </span></p><p><span style=""color: rgb(38, 38, 38);"">اهم مميزات الوان&nbsp;يونيفرسال&nbsp;الجديدة من تصنيع&nbsp;جرافيتي ريزن</span></p><p><span style=""color: rgb(38, 38, 38);"">تتناسب مع مختلف المواد مثل الريزين بمختلف انواعه والتيرازو والصابون والشمع وغيرها</span></p><p><span style=""color: rgb(38, 38, 38);"">ومختلف الوسائط المائية والزيتية والنارية</span></p><p><br></p><p><span style=""background-color: rgb(238, 238, 172);"">أهم مميزات ألوان اليونيفرسال: </span></p><ul><li>الوان مركزة وثابتة جدا&nbsp;</li><li>يمكن خلطها مع اي وسيط&nbsp;</li><li>لا تجف من تلقاء نفسها&nbsp;</li><li>صبغة وليست مجرد لون</li><li>خيارات متنوعة من درجات الألوان</li></ul><p><br></p><p>شاهد الفيديو التعليمي لطرق أستخدام ألوان اليونيفرسال</p><p><br></p><iframe class=""ql-video"" frameborder=""0"" allowfullscreen=""true"" src=""https://www.youtube.com/embed/xK-Y0X-NwEo?showinfo=0""></iframe><p><span style=""background-color: rgb(238, 238, 172);"">الإرشادات : </span></p><ul><li>احفظ المنتج في مكان بارد وجاف وأشعة الشمس</li><li>احفظ المنتج بعيدا عن متناول الأطفال</li></ul><p><br></p>","https://cdn.salla.sa/dyYK/kKex7NLoFOXgwirvW1xaMiryQHwfFW5T6utDSqkV.jpg",432,"2026-02-11T16:40:14Z",1,"432","الفنون","منتجات رقمية","دورات أونلاين","الفنون","432","منتجات رقمية > دورات أونلاين > الفنون"
"جرافيتي لون يونيفرسال أصفر 60 مل",21.74,"SAR","<p><span style=""background-color: rgb(238, 238, 172);"">ألوان اليونيفرسال من جرافيتي ريزن: </span></p><p><span style=""color: rgb(38, 38, 38);"">اهم مميزات الوان&nbsp;يونيفرسال&nbsp;الجديدة من تصنيع&nbsp;جرافيتي ريزن</span></p><p><span style=""color: rgb(38, 38, 38);"">تتناسب مع مختلف المواد مثل الريزين بمختلف انواعه والتيرازو والصابون والشمع وغيرها</span></p><p><span style=""color: rgb(38, 38, 38);"">ومختلف الوسائط المائية والزيتية والنارية</span></p><p><br></p><p><span style=""background-color: rgb(238, 238, 172);"">أهم مميزات ألوان اليونيفرسال: </span></p><ul><li>الوان مركزة وثابتة جدا&nbsp;</li><li>يمكن خلطها مع اي وسيط&nbsp;</li><li>لا تجف من تلقاء نفسها&nbsp;</li><li>صبغة وليست مجرد لون</li><li>خيارات متنوعة من درجات الألوان</li></ul><p><br></p><p>شاهد الفيديو التعليمي لطرق أستخدام ألوان اليونيفرسال</p><p><br></p><iframe class=""ql-video"" frameborder=""0"" allowfullscreen=""true"" src=""https://www.youtube.com/embed/xK-Y0X-NwEo?showinfo=0""></iframe><p><span style=""background-color: rgb(238, 238, 172);"">الإرشادات : </span></p><ul><li>احفظ المنتج في مكان بارد وجاف وأشعة الشمس</li><li>احفظ المنتج بعيدا عن متناول الأطفال</li></ul><p><br></p>","https://cdn.salla.sa/dyYK/ZGn4I8J3uMopmpTiWOBJ8vzGOtwQH10zaMxieoy6.jpg",432,"2026-02-11T16:40:14Z",4,"432","الفنون","منتجات رقمية","دورات أونلاين","الفنون","432","منتجات رقمية > دورات أونلاين > الفنون"
"جرافيتي لون يونيفرسال بني عسلي 60 مل",21.74,"SAR","<p><span style=""background-color: rgb(238, 238, 172);"">ألوان اليونيفرسال من جرافيتي ريزن: </span></p><p><span style=""color: rgb(38, 38, 38);"">اهم مميزات الوان&nbsp;يونيفرسال&nbsp;الجديدة من تصنيع&nbsp;جرافيتي ريزن</span></p><p><span style=""color: rgb(38, 38, 38);"">تتناسب مع مختلف المواد مثل الريزين بمختلف انواعه والتيرازو والصابون والشمع وغيرها</span></p><p><span style=""color: rgb(38, 38, 38);"">ومختلف الوسائط المائية والزيتية والنارية</span></p><p><br></p><p><span style=""background-color: rgb(238, 238, 172);"">أهم مميزات ألوان اليونيفرسال: </span></p><ul><li>الوان مركزة وثابتة جدا&nbsp;</li><li>يمكن خلطها مع اي وسيط&nbsp;</li><li>لا تجف من تلقاء نفسها&nbsp;</li><li>صبغة وليست مجرد لون</li><li>خيارات متنوعة من درجات الألوان</li></ul><p><br></p><p>شاهد الفيديو التعليمي لطرق أستخدام ألوان اليونيفرسال</p><p><br></p><iframe class=""ql-video"" frameborder=""0"" allowfullscreen=""true"" src=""https://www.youtube.com/embed/xK-Y0X-NwEo?showinfo=0""></iframe><p><span style=""background-color: rgb(238, 238, 172);"">الإرشادات : </span></p><ul><li>احفظ المنتج في مكان بارد وجاف وأشعة الشمس</li><li>احفظ المنتج بعيدا عن متناول الأطفال</li></ul><p><br></p>","https://cdn.salla.sa/dyYK/TsQcWllIJmMAr8nOLTo5qRjz0OIpBOaVhH9ANVz3.jpg",432,"2026-02-11T16:40:14Z",8,"432","الفنون","منتجات رقمية","دورات أونلاين","الفنون","432","منتجات رقمية > دورات أونلاين > الفنون"
"جرافيتي لون يونيفرسال بيج 60 مل",21.74,"SAR","<p><span style=""background-color: rgb(238, 238, 172);"">ألوان اليونيفرسال من جرافيتي ريزن: </span></p><p><span style=""color: rgb(38, 38, 38);"">اهم مميزات الوان&nbsp;يونيفرسال&nbsp;الجديدة من تصنيع&nbsp;جرافيتي ريزن</span></p><p><span style=""color: rgb(38, 38, 38);"">تتناسب مع مختلف المواد مثل الريزين بمختلف انواعه والتيرازو والصابون والشمع وغيرها</span></p><p><span style=""color: rgb(38, 38, 38);"">ومختلف الوسائط المائية والزيتية والنارية</span></p><p><br></p><p><span style=""background-color: rgb(238, 238, 172);"">أهم مميزات ألوان اليونيفرسال: </span></p><ul><li>الوان مركزة وثابتة جدا&nbsp;</li><li>يمكن خلطها مع اي وسيط&nbsp;</li><li>لا تجف من تلقاء نفسها&nbsp;</li><li>صبغة وليست مجرد لون</li><li>خيارات متنوعة من درجات الألوان</li></ul><p><br></p><p>شاهد الفيديو التعليمي لطرق أستخدام ألوان اليونيفرسال</p><p><br></p><iframe class=""ql-video"" frameborder=""0"" allowfullscreen=""true"" src=""https://www.youtube.com/embed/xK-Y0X-NwEo?showinfo=0""></iframe><p><span style=""background-color: rgb(238, 238, 172);"">الإرشادات : </span></p><ul><li>احفظ المنتج في مكان بارد وجاف وأشعة الشمس</li><li>احفظ المنتج بعيدا عن متناول الأطفال</li></ul><p><br></p>","https://cdn.salla.sa/dyYK/xyawqzHYQei0EPh37B6Hvcc5beVeF0xicY7GORKk.jpg",432,"2026-02-11T16:40:14Z",7,"432","الفنون","منتجات رقمية","دورات أونلاين","الفنون","432","منتجات رقمية > دورات أونلاين > الفنون"
"جرافيتي لون يونيفرسال زهري 60 مل",21.74,"SAR","<p><span style=""background-color: rgb(238, 238, 172);"">ألوان اليونيفرسال من جرافيتي ريزن: </span></p><p><span style=""color: rgb(38, 38, 38);"">اهم مميزات الوان&nbsp;يونيفرسال&nbsp;الجديدة من تصنيع&nbsp;جرافيتي ريزن</span></p><p><span style=""color: rgb(38, 38, 38);"">تتناسب مع مختلف المواد مثل الريزين بمختلف انواعه والتيرازو والصابون والشمع وغيرها</span></p><p><span style=""color: rgb(38, 38, 38);"">ومختلف الوسائط المائية والزيتية والنارية</span></p><p><br></p><p><span style=""background-color: rgb(238, 238, 172);"">أهم مميزات ألوان اليونيفرسال: </span></p><ul><li>الوان مركزة وثابتة جدا&nbsp;</li><li>يمكن خلطها مع اي وسيط&nbsp;</li><li>لا تجف من تلقاء نفسها&nbsp;</li><li>صبغة وليست مجرد لون</li><li>خيارات متنوعة من درجات الألوان</li></ul><p><br></p><p>شاهد الفيديو التعليمي لطرق أستخدام ألوان اليونيفرسال</p><p><br></p><iframe class=""ql-video"" frameborder=""0"" allowfullscreen=""true"" src=""https://www.youtube.com/embed/xK-Y0X-NwEo?showinfo=0""></iframe><p><span style=""background-color: rgb(238, 238, 172);"">الإرشادات : </span></p><ul><li>احفظ المنتج في مكان بارد وجاف وأشعة الشمس</li><li>احفظ المنتج بعيدا عن متناول الأطفال</li></ul><p><br></p>","https://cdn.salla.sa/dyYK/cUNyVatp4Vs3znmqBKYFhbe4IemyBVdl4pDjrVmr.jpg",432,"2026-02-11T16:40:14Z",4,"432","الفنون","منتجات رقمية","دورات أونلاين","الفنون","432","منتجات رقمية > دورات أونلاين > الفنون"
"جرافيتي لون يونيفرسال فضي 60 مل",21.74,"SAR","<p><span style=""background-color: rgb(238, 238, 172);"">ألوان اليونيفرسال من جرافيتي ريزن: </span></p><p><span style=""color: rgb(38, 38, 38);"">اهم مميزات الوان&nbsp;يونيفرسال&nbsp;الجديدة من تصنيع&nbsp;جرافيتي ريزن</span></p><p><span style=""color: rgb(38, 38, 38);"">تتناسب مع مختلف المواد مثل الريزين بمختلف انواعه والتيرازو والصابون والشمع وغيرها</span></p><p><span style=""color: rgb(38, 38, 38);"">ومختلف الوسائط المائية والزيتية والنارية</span></p><p><br></p><p><span style=""background-color: rgb(238, 238, 172);"">أهم مميزات ألوان اليونيفرسال: </span></p><ul><li>الوان مركزة وثابتة جدا&nbsp;</li><li>يمكن خلطها مع اي وسيط&nbsp;</li><li>لا تجف من تلقاء نفسها&nbsp;</li><li>صبغة وليست مجرد لون</li><li>خيارات متنوعة من درجات الألوان</li></ul><p><br></p><p>شاهد الفيديو التعليمي لطرق أستخدام ألوان اليونيفرسال</p><p><br></p><iframe class=""ql-video"" frameborder=""0"" allowfullscreen=""true"" src=""https://www.youtube.com/embed/xK-Y0X-NwEo?showinfo=0""></iframe><p><span style=""background-color: rgb(238, 238, 172);"">الإرشادات : </span></p><ul><li>احفظ المنتج في مكان بارد وجاف وأشعة الشمس</li><li>احفظ المنتج بعيدا عن متناول الأطفال</li></ul><p><br></p>","https://cdn.salla.sa/dyYK/2pjRYTYTv6H8LrwtohbHbShQDkS1kZjR5ReTXc4P.jpg",432,"2026-02-11T16:40:14Z",2,"432","الفنون","منتجات رقمية","دورات أونلاين","الفنون","432","منتجات رقمية > دورات أونلاين > الفنون"
"جرافيتي لون يونيفرسال ذهبي 60 مل",21.74,"SAR","<p><span style=""background-color: rgb(238, 238, 172);"">ألوان اليونيفرسال من جرافيتي ريزن: </span></p><p><span style=""color: rgb(38, 38, 38);"">اهم مميزات الوان&nbsp;يونيفرسال&nbsp;الجديدة من تصنيع&nbsp;جرافيتي ريزن</span></p><p><span style=""color: rgb(38, 38, 38);"">تتناسب مع مختلف المواد مثل الريزين بمختلف انواعه والتيرازو والصابون والشمع وغيرها</span></p><p><span style=""color: rgb(38, 38, 38);"">ومختلف الوسائط المائية والزيتية والنارية</span></p><p><br></p><p><span style=""background-color: rgb(238, 238, 172);"">أهم مميزات ألوان اليونيفرسال: </span></p><ul><li>الوان مركزة وثابتة جدا&nbsp;</li><li>يمكن خلطها مع اي وسيط&nbsp;</li><li>لا تجف من تلقاء نفسها&nbsp;</li><li>صبغة وليست مجرد لون</li><li>خيارات متنوعة من درجات الألوان</li></ul><p><br></p><p>شاهد الفيديو التعليمي لطرق أستخدام ألوان اليونيفرسال</p><p><br></p><iframe class=""ql-video"" frameborder=""0"" allowfullscreen=""true"" src=""https://www.youtube.com/embed/xK-Y0X-NwEo?showinfo=0""></iframe><p><span style=""background-color: rgb(238, 238, 172);"">الإرشادات : </span></p><ul><li>احفظ المنتج في مكان بارد وجاف وأشعة الشمس</li><li>احفظ المنتج بعيدا عن متناول الأطفال</li></ul><p><br></p>","https://cdn.salla.sa/dyYK/oPfFonc8TQGCjC33DpLSHXfkBx11MUo6axGoSYXd.jpg",432,"2026-02-11T16:40:14Z",8,"432","الفنون","منتجات رقمية","دورات أونلاين","الفنون","432","منتجات رقمية > دورات أونلاين > الفنون"
"جرافيتي لون يونيفرسال نحاسي 60 مل",21.74,"SAR","<p><span style=""background-color: rgb(238, 238, 172);"">ألوان اليونيفرسال من جرافيتي ريزن: </span></p><p><span style=""color: rgb(38, 38, 38);"">اهم مميزات الوان&nbsp;يونيفرسال&nbsp;الجديدة من تصنيع&nbsp;جرافيتي ريزن</span></p><p><span style=""color: rgb(38, 38, 38);"">تتناسب مع مختلف المواد مثل الريزين بمختلف انواعه والتيرازو والصابون والشمع وغيرها</span></p><p><span style=""color: rgb(38, 38, 38);"">ومختلف الوسائط المائية والزيتية والنارية</span></p><p><br></p><p><span style=""background-color: rgb(238, 238, 172);"">أهم مميزات ألوان اليونيفرسال: </span></p><ul><li>الوان مركزة وثابتة جدا&nbsp;</li><li>يمكن خلطها مع اي وسيط&nbsp;</li><li>لا تجف من تلقاء نفسها&nbsp;</li><li>صبغة وليست مجرد لون</li><li>خيارات متنوعة من درجات الألوان</li></ul><p><br></p><p>شاهد الفيديو التعليمي لطرق أستخدام ألوان اليونيفرسال</p><p><br></p><iframe class=""ql-video"" frameborder=""0"" allowfullscreen=""true"" src=""https://www.youtube.com/embed/xK-Y0X-NwEo?showinfo=0""></iframe><p><span style=""background-color: rgb(238, 238, 172);"">الإرشادات : </span></p><ul><li>احفظ المنتج في مكان بارد وجاف وأشعة الشمس</li><li>احفظ المنتج بعيدا عن متناول الأطفال</li></ul><p><br></p>","https://cdn.salla.sa/dyYK/0VY5S7mdgNpX0NVCnkKpz8mqHY8YDV0wStuRP4db.jpg",432,"2026-02-11T16:40:14Z",4,"432","الفنون","منتجات رقمية","دورات أونلاين","الفنون","432","منتجات رقمية > دورات أونلاين > الفنون"
"حقيبة المادة المركبة للمبتدئين",134.78,"SAR","<p><strong>حقيبة المادة المركبة للمبتدئين </strong></p><p><br></p><p>تعتبر هذه الحقيبة هي البوابة المثالية لعالم الريزين لمن يبدأون رحلتهم الإبداعية. فهي تحتوي على كل ما تحتاجه لإنشاء مشاريع جبسية فريدة وجميلة، دون الحاجة للبحث عن المواد والأدوات بشكل منفصل.</p><p><br></p><p><strong>المميزات الرئيسية:</strong></p><ul><li><strong>ألوان يونيفرسال للتيرازو:</strong> تحتوي الحقيبة على مجموعة من أربعة ألوان أساسية من مادة التيرازو، وهي مادة مركبة طبيعية تعطي مظهرًا فريدًا وأنيقًا لأعمالك. هذه الألوان يمكن مزجها مع بعضها للحصول على تشكيلة واسعة من الألوان والنغمات.</li></ul><p><br></p><ul><li><strong>قالب سيليكون بـ 6 خانات:</strong> يأتي القالب المصمم خصيصًا لزراعة النباتات الصغيرة، مما يتيح لك إنشاء أوعية نباتية فريدة من نوعها باستخدام الريزين. تصميم القالب ذو الـ 6 خانات يمنحك المرونة في إنشاء مجموعة متنوعة من الأشكال والأحجام.</li></ul><p><br></p><ul><li><strong>سهولة الاستخدام:</strong> تم تصميم هذه الحقيبة خصيصًا للمبتدئين، لذلك فهي تأتي مع جميع الأدوات الأساسية و تعليمات واضحة وسهلة الفهم، مما يجعل عملية إنشاء مشاريع الريزين ممتعة وبسيطة.</li></ul><p><br></p><ul><li><strong>جودة عالية:</strong> جميع المواد المستخدمة في هذه الحقيبة هي من أعلى مستويات الجودة، مما يضمن لك الحصول على نتائج احترافية.</li></ul><p><br></p><ul><li><strong>إمكانية التخصيص:</strong> يمكنك تخصيص مشاريعك عن طريق إضافة ألوان مختلفة، أو مواد أخرى مثل الأوراق الذهبية أو الفضية، أو حتى قطع صغيرة من الأحجار الكريمة.</li></ul><p><br></p>","https://cdn.salla.sa/dyYK/4e33358a-34e8-4530-83b8-635e5aaaf78a-465.51724137931x500-lkjCx9yOueoCMc3aGJ4rJNhOMzWsciYUfbPS07JC.jpg",432,"2026-02-12T00:47:59Z",2,"432","الفنون","منتجات رقمية","دورات أونلاين","الفنون","432","منتجات رقمية > دورات أونلاين > الفنون"
"اشتراك امازون برايم فيديو | Amazon Prime Video",16,"SAR","","https://cdn.salla.sa/GaVY/307f1b1e-231a-4c9a-8b52-d8d80f5b8c98-500x500-SqSP8qk0S4bSdybU0Ahwi9Fa4bj1M1HaGB2cZVia.jpg",1006,"2026-01-31T02:00:47Z",4,"1006","خدمات واشتراكات","بطاقات رقمية","خدمات واشتراكات","","614",""
"ديزني بلس - ملف | يدعم الشاشة",40,"SAR","<p class=""ql-align-justify"">استمتع بمحتوى ديزني+ باللغة العربية 🇸🇦</p><p class=""ql-align-justify"">• آلاف الساعات من المسلسلات والافلام من عوالم ديزني+ 🌠</p><p class=""ql-align-justify"">• يمكنك المتابعة بـجهاز واحد فقط في نفس الوقت 📲</p><p class=""ql-align-justify"">• جودة عالية 4K UHD مع تقنية الصوت المحيطي</p><p><br></p><p><br></p>","https://cdn.salla.sa/GaVY/95a1fe98-448d-4428-84d0-03ac0aabf59c-500x500-1nZhAY3NlL0f5qnGpvAbRfXkcV3TT6FNpTkRaRO2.png",1006,"2026-02-16T00:27:49Z",6,"1006","خدمات واشتراكات","بطاقات رقمية","خدمات واشتراكات","","614",""
"STARZPLAY ستارز بلاي - مسلسلات افلام",5,"SAR","","https://cdn.salla.sa/GaVY/71ed8698-f719-43fa-ab27-bafed98209e8-500x500-IrWusUIgRGezwsFwAor5TuZjSKh5cb7tGjbH6Qzy.png",1006,"2026-02-22T02:36:42Z",6,"1006","خدمات واشتراكات","بطاقات رقمية","خدمات واشتراكات","","614",""
"سناب شات بلس | + Snapchat   ثلاثة شهور",26.99,"SAR","<p><strong>🚨 الباقة تكون اهداء على يوزرك</strong></p><p><br></p><p>ما هو سناب شات+؟</p><p>بصفتك مشتركًا في سناب شات+، يمكنك الحصول على ميزات حصرية وتجريبية وحتي قبل إصدارها! حيث تعمل هذه الميزات على تحسين تجربة سناب شات وتخصيصها، ممّا يتيح لك التعمّق أكثر في أجزاء التطبيق التي تستخدمها أكثر من غيرها 🤿 وبالإضافة إلى ذلك، يمكنك الاطّلاع على ميزات جديدة رائعة قبل أي شخص آخر!</p><p><br></p><p>حصل على هذه الميزات الحصرية مع سناب شات+:</p><p><br></p><p>دبوس #1 أعزّ صديق 😀</p><p>مؤشر إعادة مشاهدة قصة 👀</p><p>أيقونة التطبيق المخصّص Snapchat+ Icon.png(تم إضافة أيقونات جديدة!)</p><p>سمات التطبيق المخصّصة 🎨</p><p>شارة سناب شات+ ️✪</p><p>النظام الشمسي 🪐</p><p>الردود على القصة الأولوية ⭐️</p><p>بعد مشاهدة الرموز التعبيرية ✌️</p><p>خلفيات Bitmoji 🌇 (تمت إضافة خلفيات جديدة!)</p><p>انتهاء صلاحية قصة مخصّصة ⏳</p><p>التقاط اللون 🎨</p><p>أصوات الإشعارات المخصّصة 🔔</p><p>تغيير درجة سناب لصديق 📈</p><p>خلفيات الدردشة 🏞️</p><p>أزرار تصوير مخصّصة 🔘</p><p>هدية سناب شات+ 🎁</p><p>تعزيز قصة 🚀</p><p>مظهر الخريطة 🗺️</p><p>إعادة التشغيل 🔄</p><p>إنشاء سيرة ذاتية لـ My AI 🤖</p><p>قائمة أعز الأصدقاء الموسّعة 💛</p><p>استعادة سلسلة لقطات متتالية مجانية واحدة شهريًا ❤️‍🔥</p><p>ألوان الدردشة المخصّصة 🖍️</p><p>علامة التبويب الرئيسية Screenshot 2023-08-31 at 2.58.10 PM.png</p><p>أحلامك المجانية 🌌</p><p>النظرة الخاطفة 👀</p><p>تسميات بالذكاء الاصطناعي ✨</p><p>أدوات التصميم AI Camera Mode.png</p><p>تذكيرات سلسلة اللقطات المتتالية 🔥</p><p>لقطات صغيرة 📷</p><p>مضاعف Snapscore 📈</p><p>الطوابع الزمنية للقصة 🕗</p><p>إشعارات مشاهدة القصة 🔔</p>","https://cdn.salla.sa/GaVY/09168f7b-e0bb-484e-8cd3-4fd2fb1bc54c-500x500-ALwscT8VcrpGybAghPRF2Fjqu1FPGfXLvUA6P0Io.jpg",1006,"2026-01-31T19:31:46Z",6,"1006","خدمات واشتراكات","بطاقات رقمية","خدمات واشتراكات","","614",""
"stc tv بريميوم | شهر \ ملف خاص فيك",7,"SAR","<p><span style=""color: rgb(0, 0, 0); background-color: rgb(255, 255, 255);"">خدمة بث ترفيهية توفر لك أفضل الأفلام، والمسلسلات، والأفلام الوثائقية، وبرامج الأطفال وأكثر من خلال مجموعة من أفضل الشركاء المحليين والعالميين. كما يمكنك الاستمتاع بمشاهدة مجموعة كبيرة من الأعمال الحصرية والأصلية، بالإضافة لعدد كبير من أفضل القنوات التلفزيونية المباشرة المحلية والعالمية بما فيها المفتوحة والمشفرة</span></p><p><br></p><p><strong style=""color: rgb(35, 31, 30);"">تسليم فوري تماماً يصلك عبر رسالة SMS او الايميل&nbsp;</strong></p><p><span style=""color: rgb(37, 186, 148);"">ليه stc tv</span><span style=""color: rgb(255, 255, 255);"">:</span></p><ul><li>أكثر من 25000 ڤيديو | من الأفلام والمسلسلات العربية والأجنبية الحصرية، والبرامج الوثائقية وبرامج الأطفال وأكثر</li><li>أشهر القنوات التلفزيونية | محلية وعالمية</li><li>شاشات متعددة | لمشاهدة كل المحتويات المختلفة في نفس الوقت</li><li>استعادة المشاهدة | كي لا تفوتك البرامج المفضّلة</li><li>بدون فواصل إعلانية | لتجربة مشاهدة ممتعة</li><li>التحكم العائلي | لتجربة ترفيهية آمنة لأطفالك</li><li>بدون عقود أو قيود | لإلغاء الاشتراك في أي وقت</li></ul><p><br></p><p><span style=""color: rgb(37, 186, 148);"">الأجهزة المدعومة</span><span style=""color: rgb(255, 255, 255);"">:</span></p><ul><li>جهاز Apple TV</li><li>جهاز Android TV</li><li>نظام تشغيل IOS</li><li>نظام تشغيل Android</li><li>الشاشات الذكية</li><li>جهاز Chrome cast</li></ul><p><br></p><p><br></p>","https://cdn.salla.sa/GaVY/bf3a1cfb-845a-4805-9e92-319baf1ab70b-500x414.25509110397-QuBbuo6V9NpVnxuZv5rIPNKi4PUC4OCRg6rlxFTq.jpg",1006,"2026-03-03T18:04:16Z",5,"1006","خدمات واشتراكات","بطاقات رقمية","خدمات واشتراكات","","614",""
